CompanyID,Month,NumberOfEmployees,MarketingBudget,IndustryType,HistoricalSales,ProjectedSales
128,7,471,41222,Manufacturing,223104,225653.730222879
128,8,305,14666,Retail,350660,359288.52729208226
128,9,306,21955,Technology,399301,410947.3219833739
128,10,223,46138,Retail,444692,452454.84336708515
128,11,276,38997,Retail,169558,172068.75749537692
128,12,416,17309,Finance,352944,368760.17987195397
129,1,266,5054,Healthcare,85788,89869.55841702549
129,2,311,1935,Finance,170754,172999.80235672183
129,3,110,45940,Technology,338384,346491.9339209985
129,4,414,23778,Technology,454138,476087.13674377097
129,5,355,44298,Finance,376342,381357.3101188215
129,6,119,49328,Healthcare,370883,384140.4557318953
129,7,429,49924,Finance,254674,267124.7202171861
129,8,191,17709,Technology,324233,340162.2257894058
129,9,480,10726,Healthcare,82600,84982.92188530596
129,10,322,41542,Technology,227248,230999.8563698132
129,11,10,21245,Healthcare,320311,326103.30316058954
129,12,328,35753,Healthcare,390496,408296.3914556198
130,1,447,15252,Finance,464380,485958.49414202577
130,2,64,22316,Finance,398109,411770.1842857143
130,3,380,38371,Finance,437684,455474.56604902353
130,4,433,20162,Healthcare,281609,292759.94199181325
130,5,408,16960,Healthcare,343559,356089.58065534156
130,6,158,31791,Technology,121895,127147.58697656462
130,7,440,43230,Retail,392044,406712.8221649288
130,8,466,26216,Finance,283573,292465.8754339094
130,9,318,33467,Technology,144330,147141.29647249397
130,10,146,47934,Technology,108650,112969.43787433952
130,11,211,8754,Manufacturing,50615,52079.672307225366
130,12,445,48014,Finance,226684,231623.82232390236
131,1,322,5078,Technology,390081,406494.77020750515
131,2,126,13853,Manufacturing,297326,308585.30271754257
131,3,163,5042,Finance,354080,370896.52770044777
131,4,434,15389,Healthcare,210444,213941.0880196853
131,5,300,31425,Manufacturing,419956,435060.7974087521
131,6,72,3575,Healthcare,380019,387531.815536936
131,7,253,40522,Retail,131782,137862.85891876084
131,8,34,29179,Retail,111700,113261.56338289856
131,9,99,35754,Retail,58109,60215.24625642822
131,10,84,19624,Retail,73758,76829.53602593858
131,11,303,21350,Technology,269699,276224.8294651408
131,12,395,27681,Retail,420736,441000.96955870505
132,1,400,24988,Technology,63317,66104.79859023736
132,2,219,16470,Technology,250073,255520.7732822841
132,3,484,25704,Finance,494639,499734.5947423979
132,4,427,39736,Technology,75622,77275.572358896
132,5,356,30377,Technology,56800,58007.13738890953
132,6,26,29572,Retail,295869,309360.2075382675
132,7,137,8493,Technology,85539,89703.45313866931
132,8,436,5103,Healthcare,283259,286889.70039943804
132,9,452,35844,Retail,183672,188971.26654985483
132,10,373,3994,Manufacturing,135163,139479.1979166913
132,11,260,4744,Retail,296765,300835.56716698036
132,12,188,48234,Technology,210441,215723.04981634434
133,1,191,48291,Healthcare,278053,284360.15869613446
133,2,161,28332,Retail,328833,339172.2507664976
133,3,34,6594,Healthcare,393603,407948.8988682876
133,4,464,41299,Manufacturing,88469,91843.15496962082
133,5,189,8371,Manufacturing,182030,184846.0406779338
133,6,207,48315,Finance,304905,317868.922762457
133,7,353,19028,Finance,301030,312210.7602891165
133,8,170,36912,Retail,372156,389112.54258867167
133,9,186,14990,Finance,250146,257143.44471694145
133,10,294,47851,Healthcare,110021,115055.07582337834
133,11,72,17626,Finance,231854,242201.86773458985
133,12,159,21469,Healthcare,281979,289743.6790051734
134,1,163,41722,Finance,74642,76526.39197360395
134,2,165,41037,Finance,391147,409653.13484878285
134,3,379,8130,Finance,173714,180420.50506782442
134,4,478,7828,Technology,50205,52571.15230471695
134,5,58,42612,Technology,405089,422053.71864832507
134,6,464,47988,Finance,62442,64588.25002816937
134,7,346,40099,Healthcare,403970,409881.74185304844
134,8,93,47165,Retail,272716,278622.81772412325
134,9,370,18883,Manufacturing,448907,470792.87553773273
134,10,186,44059,Technology,88909,90934.06997498326
134,11,157,19542,Finance,331648,336201.59164218314
134,12,127,43932,Manufacturing,145698,151278.54435402932
135,1,351,11450,Technology,286104,297365.10212967865
135,2,485,21423,Retail,482014,492337.92470345966
135,3,72,3035,Healthcare,230402,235449.38877541389
135,4,198,45231,Finance,137087,141029.0353081777
135,5,369,41745,Retail,259991,262817.5072335055
135,6,58,18241,Technology,263104,274042.00165272254
135,7,336,24154,Finance,91716,93796.44460854535
135,8,266,26625,Manufacturing,255696,266985.1124051799
135,9,233,45950,Healthcare,228054,237656.26312670295
135,10,150,34066,Technology,208516,216117.67625351186
135,11,487,34691,Healthcare,467950,478710.5077623645
135,12,224,14331,Finance,222817,229646.93429278626
136,1,444,21690,Retail,84571,86921.49620577267
136,2,388,20183,Healthcare,273023,279454.1319691709
136,3,449,40346,Manufacturing,458605,478749.4317182353
136,4,220,5875,Technology,405424,417319.25488814304
136,5,327,13254,Manufacturing,265290,276779.4244245842
136,6,41,29621,Healthcare,95038,96388.37013381961
136,7,167,11905,Retail,122795,124715.63555664713
136,8,294,47121,Retail,357312,374853.4509144211
136,9,314,16882,Manufacturing,259154,267838.44192632876
136,10,438,20041,Finance,117690,121266.69171496412
136,11,486,30098,Finance,426197,439377.6717857532
136,12,295,43431,Retail,61230,62369.53628136129
137,1,153,34709,Manufacturing,395445,410767.76533243235
137,2,433,35675,Manufacturing,186974,189477.81089364988
137,3,28,5837,Manufacturing,378902,391380.3600616865
137,4,27,47448,Healthcare,77050,79579.60943107776
137,5,266,25489,Finance,411949,431132.450285335
137,6,87,18627,Finance,255658,263595.4937946315
137,7,380,6696,Healthcare,381254,387156.76804363757
137,8,184,49994,Technology,414177,427807.619066225
137,9,203,14543,Healthcare,126693,128422.75292990307
137,10,485,13615,Manufacturing,434572,442460.24378375825
137,11,122,2466,Healthcare,69575,70357.32518979358
137,12,123,31771,Manufacturing,240012,247339.9847725308
138,1,231,19350,Retail,352388,357103.41116952285
138,2,175,1375,Manufacturing,327106,336518.7287033548
138,3,444,34030,Finance,281898,295236.79358271224
138,4,328,21746,Healthcare,306551,318442.25323689956
138,5,141,23886,Manufacturing,412839,418245.7323270198
138,6,394,45348,Technology,298435,304095.83221226186
138,7,273,43904,Retail,297943,308950.9500948124
138,8,422,33651,Technology,140388,146816.09619461853
138,9,64,8833,Technology,277292,280430.042430438
138,10,368,2893,Technology,127332,132743.36110016986
138,11,140,31573,Retail,467666,482852.3100064918
138,12,297,32371,Retail,234566,242035.43831237897
139,1,275,41874,Retail,439530,460764.8051286234
139,2,467,12826,Retail,357181,371434.5880148771
139,3,476,35420,Technology,162666,169824.07743164862
139,4,375,22924,Finance,177048,181325.44830386978
139,5,171,34367,Finance,312072,322112.77979797614
139,6,389,22199,Retail,395184,408863.77908914466
139,7,490,26868,Healthcare,161264,164951.0365023445
139,8,96,9792,Manufacturing,211113,218039.6016960808
139,9,64,21597,Healthcare,322859,329143.8427665376
139,10,485,37405,Healthcare,465019,472336.0864473793
139,11,297,33696,Healthcare,373870,383201.3504334407
139,12,187,44123,Finance,445124,462738.26226824516
140,1,400,16989,Manufacturing,430352,450426.83886191575
140,2,358,29931,Healthcare,218147,224322.4278876874
140,3,17,10290,Retail,245659,254432.20697752215
140,4,330,39367,Finance,365792,370957.5263285457
140,5,322,15342,Retail,71134,74418.86500003445
140,6,256,25941,Retail,296257,305957.6891399835
140,7,332,14945,Healthcare,368287,383465.407288125
140,8,481,11762,Retail,119123,124099.67876709436
140,9,480,31133,Manufacturing,226225,230808.142283105
140,10,452,48080,Retail,183485,189203.67298168287
140,11,264,41150,Healthcare,271646,284798.87930370134
140,12,337,28052,Retail,203627,206393.35053832922
141,1,63,42750,Finance,454168,471118.45624353166
141,2,258,20953,Finance,250065,262190.7926669546
141,3,248,41475,Finance,433801,443354.63600203773
141,4,238,18130,Technology,116686,121873.6164862795
141,5,76,32086,Finance,424985,445106.4680774134
141,6,60,5633,Finance,82264,85544.97199718624
141,7,106,18304,Technology,286830,292352.3759927602
141,8,101,43037,Finance,490769,502233.37795111234
141,9,273,33284,Healthcare,235431,238122.53471976245
141,10,427,47546,Finance,422029,440285.1850798133
141,11,300,8008,Finance,279394,291682.99071376305
141,12,105,49291,Technology,190880,197619.66975865388
142,1,97,28405,Healthcare,102330,104796.26700079319
142,2,87,37386,Retail,164672,166824.66502174086
142,3,297,26373,Manufacturing,350489,364551.42634565866
142,4,129,21827,Healthcare,89222,92707.10480185058
142,5,311,34040,Retail,107755,112766.04938919902
142,6,409,14007,Healthcare,321077,333670.0511883336
142,7,461,19157,Retail,380351,396762.3079990979
142,8,174,33157,Retail,224811,233767.06214422465
142,9,191,36315,Healthcare,228810,236870.40142230966
142,10,478,36932,Technology,416835,428122.33147690434
142,11,407,22164,Healthcare,155137,162286.44091643346
142,12,232,15414,Healthcare,265616,275188.46672783094
143,1,320,15327,Retail,465099,477160.9764756409
143,2,441,49344,Manufacturing,410962,416443.7283394627
143,3,475,1946,Retail,410654,419535.7044758623
143,4,16,15693,Finance,149251,153989.58035600546
143,5,339,28241,Healthcare,486617,496848.32427404675
143,6,272,31254,Healthcare,196452,200155.00506276672
143,7,170,16540,Technology,330356,340628.6644696002
143,8,160,7719,Retail,340318,346032.89681898174
143,9,94,42203,Technology,450077,468987.6164028469
143,10,156,26081,Healthcare,187166,192663.949976568
143,11,121,12350,Retail,154649,159745.38216522202
143,12,390,37358,Retail,101319,102929.49901158785
144,1,412,33021,Finance,227800,233035.5395702548
144,2,45,43832,Finance,467579,479924.7629603826
144,3,294,29369,Manufacturing,137846,143680.81623341513
144,4,197,32728,Finance,220372,229364.58377686163
144,5,91,18576,Retail,104808,106790.8729271019
144,6,11,30001,Finance,449159,464721.0852046209
144,7,394,18848,Manufacturing,261177,266332.1780461527
144,8,312,1390,Healthcare,92616,97203.25994285631
144,9,206,22999,Finance,386473,405056.5368621149
144,10,413,46436,Retail,284815,294080.1996550032
144,11,20,12569,Healthcare,206359,214191.58343334016
144,12,243,14029,Retail,440101,458610.42250561627
145,1,395,23490,Healthcare,215043,223395.25652966867
145,2,204,46875,Retail,106152,110185.04860863124
145,3,480,36328,Finance,92351,96815.44684752588
145,4,128,6867,Finance,241112,249275.62898815845
145,5,405,16284,Manufacturing,277977,287831.87031216983
145,6,29,34979,Healthcare,269631,281486.8772979759
145,7,270,10121,Manufacturing,434521,450509.4759917081
145,8,302,2539,Technology,110616,114965.12299668361
145,9,431,26488,Finance,292493,298157.63806126855
145,10,265,18027,Healthcare,204969,210062.61840675768
145,11,231,9693,Manufacturing,335154,340480.28540882893
145,12,402,9921,Manufacturing,483370,497982.573674455
146,1,235,11310,Technology,171822,176672.37973758724
146,2,62,46512,Manufacturing,201186,211222.46791814506
146,3,437,31908,Retail,331194,342603.08554242365
146,4,364,5386,Finance,296309,308593.3171646366
146,5,351,33263,Manufacturing,333269,341054.3594123493
146,6,373,29412,Manufacturing,493612,514966.5501637912
146,7,289,18303,Technology,225918,233735.53061835858
146,8,90,13242,Retail,463612,481173.4803534806
146,9,211,48025,Manufacturing,404805,413620.5320427132
146,10,167,9947,Finance,307156,316968.2629535859
146,11,129,47714,Finance,138116,142999.98602479976
146,12,68,6930,Manufacturing,169233,174913.1003708987
147,1,224,39170,Retail,482189,504662.743620724
147,2,137,49785,Finance,466790,488230.0878823392
147,3,233,1507,Finance,402299,421947.02661999234
147,4,218,2436,Retail,441987,458206.6500836404
147,5,379,28151,Retail,63869,66990.6973430799
147,6,124,12618,Manufacturing,112167,117023.73239318318
147,7,218,9750,Healthcare,237219,242161.05117997222
147,8,23,17122,Technology,293758,301718.085896642
147,9,18,8354,Healthcare,193194,196968.17957905057
147,10,49,45062,Healthcare,224899,227185.74749094533
147,11,459,31979,Finance,194407,197813.38975812125
147,12,246,21900,Retail,301536,304600.33651786397
148,1,290,14840,Finance,375720,390295.5082679443
148,2,368,38167,Technology,71677,73613.8108743105
148,3,210,6037,Manufacturing,471439,482047.7866703543
148,4,255,29633,Technology,473030,492172.97332459025
148,5,287,25495,Finance,175662,183268.07167212944
148,6,244,16848,Finance,486401,510240.47683595365
148,7,13,37483,Finance,126794,131318.0788182125
148,8,163,48645,Finance,125675,129251.85607458085
148,9,451,8837,Healthcare,354469,362341.9592690594
148,10,38,35069,Manufacturing,90503,92212.8485955406
148,11,118,8370,Healthcare,331658,337799.3237954063
148,12,107,7411,Finance,106196,108996.13099350975
149,1,224,40133,Retail,464133,487187.1610575542
149,2,302,31499,Healthcare,497915,502911.1527503818
149,3,84,31225,Finance,406777,414053.5229303174
149,4,335,49217,Finance,231191,235245.10047979458
149,5,155,1692,Manufacturing,133324,138481.6095315643
149,6,137,29926,Technology,468277,479562.1896314175
149,7,350,35246,Healthcare,191019,196423.010065293
149,8,51,40164,Healthcare,397694,404035.2169977239
149,9,365,9448,Healthcare,392475,402757.7985133292
149,10,50,44390,Finance,213704,216723.208504141
149,11,431,11073,Manufacturing,200424,206701.62671727128
149,12,43,36414,Finance,335797,340470.4663712187
150,1,26,6209,Finance,248187,258516.62614392888
150,2,174,7533,Retail,409438,422811.9109610537
150,3,162,22061,Manufacturing,93755,97407.57432022545
150,4,495,8211,Healthcare,416440,427575.87856230576
150,5,387,10927,Technology,148354,152101.3703727063
150,6,85,12927,Healthcare,384132,389482.3270787247
150,7,96,25594,Finance,350065,360900.99052317784
150,8,126,10316,Manufacturing,358812,369784.5020310681
150,9,371,13177,Manufacturing,367319,377869.90099460736
150,10,351,11846,Manufacturing,228810,237875.62028091963
150,11,478,8933,Retail,365596,381426.37114536914
150,12,36,39244,Healthcare,249395,259378.67763935134
151,1,322,47621,Retail,358293,363937.7735434997
151,2,296,41696,Technology,294965,305254.0813262159
151,3,143,3080,Finance,327983,332316.6145269348
151,4,228,7089,Retail,52155,54125.671016058324
151,5,177,27123,Retail,450235,461614.04302560794
151,6,107,8797,Finance,104512,106111.02923669209
151,7,277,9346,Manufacturing,398294,416010.927361138
151,8,246,20878,Finance,176041,182125.03568051013
151,9,318,34672,Healthcare,338334,346517.96069222235
151,10,464,18653,Finance,323072,326699.8036553618
151,11,403,43742,Manufacturing,360569,371924.1869111469
151,12,182,27140,Finance,124134,129959.4888480004
152,1,410,2184,Retail,159875,165287.59903013162
152,2,419,35493,Technology,267189,280245.4641359071
152,3,478,45148,Retail,174264,176957.78070697133
152,4,485,25846,Technology,230046,237575.91264366495
152,5,199,46825,Finance,422335,440041.39568599185
152,6,131,23195,Healthcare,491012,506243.99221886
152,7,55,6606,Finance,229815,232950.28658405045
152,8,73,4956,Manufacturing,415860,429714.55890413705
152,9,139,17555,Finance,251107,259762.53681289539
152,10,319,25849,Technology,480893,499719.1770650823
152,11,372,19690,Retail,106321,110621.52078015632
152,12,202,49849,Healthcare,425926,443316.9451199517
153,1,316,27347,Finance,159398,165222.04837829058
153,2,190,34189,Finance,371117,378031.81800280535
153,3,301,39308,Retail,102414,105094.11602794177
153,4,380,26785,Healthcare,468818,488060.72806004545
153,5,291,33698,Finance,298749,313129.90431456035
153,6,38,16966,Finance,341836,346333.83658687567
153,7,158,32097,Technology,418102,431239.3782424145
153,8,276,16882,Technology,360894,369014.4365034926
153,9,305,5675,Manufacturing,464976,473817.87005615444
153,10,20,42850,Retail,380600,392106.4618459041
153,11,173,14009,Healthcare,336229,347742.68251543934
153,12,122,28843,Finance,335069,338550.66487237974
154,1,196,30793,Finance,317759,330853.2964070431
154,2,304,40516,Manufacturing,349227,364172.2690821337
154,3,241,39871,Finance,422908,443469.970071855
154,4,236,18857,Retail,59605,60631.740788754316
154,5,319,20627,Manufacturing,423237,437534.83571343846
154,6,107,19565,Retail,356752,366407.49820953805
154,7,64,27025,Manufacturing,440932,451246.7725696802
154,8,120,28832,Finance,69192,71449.41239087455
154,9,161,45116,Manufacturing,446547,464987.30292518786
154,10,255,10782,Technology,363474,367443.9034963986
154,11,415,39650,Healthcare,278464,292046.3613178252
154,12,78,23366,Finance,362093,377444.02812051756
155,1,321,29557,Healthcare,118382,123122.74310979884
155,2,298,6798,Finance,149233,155264.32560819775
155,3,259,10627,Healthcare,480802,493092.4666922428
155,4,45,42183,Technology,102243,106339.34759920105
155,5,248,13466,Healthcare,412710,423222.0573117011
155,6,157,43614,Manufacturing,370762,387797.87366187235
155,7,476,13720,Healthcare,188621,191844.324526466
155,8,236,42913,Finance,430312,439647.1441923548
155,9,253,38292,Retail,102494,105779.29160405596
155,10,346,7559,Healthcare,269045,275170.73532601167
155,11,455,41388,Healthcare,336102,345166.4994647293
155,12,374,20158,Healthcare,270851,278894.43711385195
156,1,491,31916,Finance,157960,164950.38299914327
156,2,210,23057,Healthcare,152478,157193.79233782986
156,3,163,36892,Finance,480754,492531.7008824338
156,4,459,42439,Finance,55833,56944.604129862906
156,5,82,12706,Retail,466602,478895.58116225584
156,6,210,13070,Manufacturing,298053,307182.1977251607
156,7,305,41902,Finance,149341,155291.43155558352
156,8,26,1924,Technology,252850,256602.78732220703
156,9,138,27478,Healthcare,144240,146960.9963724646
156,10,226,6506,Technology,420099,430679.6808964966
156,11,70,47418,Healthcare,468048,479475.8301087752
156,12,436,36163,Retail,258929,265575.6876230212
157,1,113,25604,Finance,220002,229185.07061053603
157,2,51,16310,Manufacturing,213479,218381.79631159847
157,3,34,9226,Finance,316217,325727.51947649557
157,4,48,12781,Healthcare,329811,341339.9660965558
157,5,300,6515,Manufacturing,459251,468108.6392540148
157,6,140,37133,Finance,56732,58930.24106814617
157,7,238,17972,Manufacturing,367241,378950.27832688025
157,8,117,33092,Healthcare,53487,54977.74936268238
157,9,181,12410,Retail,281560,293495.7116227376
157,10,444,20522,Retail,369846,377146.68990514416
157,11,487,10095,Finance,307743,321692.07890899054
157,12,111,24047,Technology,407105,420312.27981645847
158,1,363,21470,Healthcare,135107,139750.2216171339
158,2,21,44129,Finance,472291,493545.20892985264
158,3,284,9531,Finance,157721,164456.20836441137
158,4,110,38038,Retail,383175,396226.89182883326
158,5,53,23403,Manufacturing,396361,412265.97925939865
158,6,452,43674,Healthcare,326925,335860.7689737756
158,7,314,30122,Manufacturing,352009,363236.3658252677
158,8,454,17940,Healthcare,58469,59198.857152928394
158,9,26,30831,Technology,357311,362168.3989015406
158,10,339,12279,Retail,305938,319147.4899722383
158,11,66,39220,Technology,262810,266065.3923131967
158,12,320,7477,Finance,332072,337642.82825788285
159,1,312,18400,Retail,257593,268368.96688468085
159,2,21,7470,Finance,351743,355276.5532044734
159,3,327,3062,Technology,459991,469787.04798520554
159,4,89,42798,Healthcare,378648,391280.2827883494
159,5,225,20880,Finance,120687,124768.3926351694
159,6,348,35581,Manufacturing,470020,489331.29639704066
159,7,273,45439,Healthcare,421266,434003.841180996
159,8,488,15308,Healthcare,213331,219811.15840915643
159,9,158,27027,Technology,306797,318765.8943457664
159,10,90,31720,Technology,136284,140365.02145407128
159,11,224,36081,Retail,135227,139870.64696650952
159,12,494,10706,Retail,147556,154330.4380166177
160,1,383,10837,Manufacturing,93560,95997.99025088853
160,2,473,39599,Healthcare,339400,348022.45796279935
160,3,207,37824,Manufacturing,56125,56694.217486736416
160,4,209,34073,Manufacturing,54370,56247.779433556374
160,5,34,48115,Technology,54838,55451.685274335694
160,6,475,33088,Manufacturing,164479,169440.66357768097
160,7,98,29112,Manufacturing,107429,111959.21126887773
160,8,277,27299,Finance,446350,460631.7907930581
160,9,152,35457,Retail,292067,298137.74303465354
160,10,68,31063,Retail,93199,97061.79442842641
160,11,419,4917,Healthcare,127092,129734.07493931432
160,12,498,3936,Retail,437069,454255.1086986497
161,1,374,37630,Healthcare,214894,222288.575218786
161,2,35,15506,Finance,274585,279197.987325702
161,3,56,29805,Retail,332257,347609.05263416417
161,4,297,15318,Finance,244666,249076.28749337624
161,5,275,49068,Retail,146102,153346.246028244
161,6,25,27026,Retail,314813,318053.18747459707
161,7,208,28672,Finance,230499,235233.2961979225
161,8,410,39417,Manufacturing,194010,197501.09585096667
161,9,416,28281,Manufacturing,448933,453673.61414432223
161,10,291,49442,Manufacturing,389962,405285.44604308985
161,11,478,29091,Manufacturing,490875,509399.16562422557
161,12,95,39328,Retail,245647,255889.01549363584
162,1,259,49219,Technology,129737,132366.50197290693
162,2,400,19610,Finance,459505,472267.01923801843
162,3,279,2079,Technology,74406,77111.74002759092
162,4,344,30850,Technology,277894,285561.30114477966
162,5,126,47751,Healthcare,62873,65255.448526287924
162,6,16,21590,Manufacturing,175812,182028.52531538924
162,7,146,31951,Retail,394192,399941.6498707567
162,8,380,16327,Manufacturing,73461,76490.65834869741
162,9,185,13755,Manufacturing,463926,481938.8800227343
162,10,337,8235,Technology,63448,65746.93520902196
162,11,324,18197,Healthcare,65198,66254.45171766626
162,12,224,22473,Manufacturing,123158,125709.81626562959
163,1,486,3031,Finance,494015,506724.5640503899
163,2,91,42282,Finance,275075,280905.81562708586
163,3,232,42863,Manufacturing,216033,220161.9116210255
163,4,487,15287,Technology,224079,233538.33965488724
163,5,381,39679,Technology,115470,119572.56709948851
163,6,432,45463,Retail,233328,240938.89926041427
163,7,492,33230,Healthcare,70739,72085.73675252195
163,8,411,20037,Technology,396198,414709.5839127085
163,9,452,28052,Retail,370330,376865.3325947563
163,10,499,4340,Finance,76547,79746.51436219722
163,11,112,41644,Finance,144472,151503.00534016988
163,12,282,49664,Finance,397967,413521.0264868473
164,1,23,46203,Manufacturing,156887,164686.53538649564
164,2,168,2141,Healthcare,232503,240882.88351402894
164,3,161,26425,Retail,468692,477455.79693457583
164,4,492,20281,Healthcare,259483,264193.33774752164
164,5,117,43049,Manufacturing,322830,330249.4635154478
164,6,197,21425,Retail,198608,200650.72316224215
164,7,310,35806,Retail,346206,359108.38402133994
164,8,107,33113,Technology,360360,367836.2849147394
164,9,140,5270,Healthcare,468257,488208.1801921483
164,10,302,43814,Healthcare,343797,352174.2691897734
164,11,180,5683,Technology,71673,73765.72687023984
164,12,433,40884,Finance,191439,200748.21081989602
165,1,483,30809,Manufacturing,69629,70999.77811022637
165,2,192,35552,Healthcare,170756,177389.89858642852
165,3,480,4786,Technology,161641,168139.72978324466
165,4,373,22650,Retail,337207,343559.95502816286
165,5,48,29706,Technology,331466,341423.19669777993
165,6,24,10190,Finance,265618,271994.9773999112
165,7,385,39196,Manufacturing,324837,338115.1183354942
165,8,13,40449,Finance,190313,196954.79671577492
165,9,358,40661,Retail,472994,486729.42516202835
165,10,479,30709,Retail,414523,431590.789948695
165,11,418,46429,Retail,324795,331098.04413443536
165,12,406,15892,Retail,207038,215349.514676497
166,1,219,10643,Technology,321419,335759.09984074254
166,2,170,10943,Retail,95606,99922.1198553754
166,3,25,44240,Retail,51658,53793.90041872826
166,4,435,46760,Technology,275571,282824.1848805552
166,5,117,22042,Retail,122468,128502.28259704828
166,6,391,44894,Finance,457464,468984.65706710354
166,7,459,7869,Finance,467653,484275.7333506579
166,8,320,41437,Healthcare,220799,224429.59069774245
166,9,236,45306,Finance,199273,209080.8097351188
166,10,179,43833,Manufacturing,91150,94628.23267111856
166,11,43,21918,Manufacturing,296220,308108.81985811517
166,12,423,29379,Manufacturing,327143,331275.1655233613
167,1,260,43939,Technology,301775,314007.96643545775
167,2,256,26274,Finance,318520,331575.7962670139
167,3,278,18696,Manufacturing,363817,377231.2635194771
167,4,150,3962,Healthcare,315620,322461.5004921803
167,5,283,14851,Technology,298465,307295.8635373419
167,6,425,46747,Healthcare,382046,387554.1003928404
167,7,105,6296,Finance,403413,415056.9041296594
167,8,236,15745,Retail,259066,264183.31880791107
167,9,388,6730,Healthcare,148331,151885.58620414612
167,10,48,14921,Retail,463831,471486.0744012118
167,11,311,33894,Technology,61164,62338.481813954844
167,12,38,6602,Healthcare,351460,356051.03259416396
168,1,455,18575,Healthcare,249632,261313.79271625527
168,2,486,20023,Technology,210631,217206.1473447579
168,3,327,46349,Technology,375112,384816.0269729723
168,4,254,16997,Manufacturing,247872,255655.47044109696
168,5,245,18750,Finance,190119,196798.20921222738
168,6,194,42979,Healthcare,488201,511085.4959520684
168,7,281,23837,Healthcare,253195,257536.71648216533
168,8,449,15997,Technology,449793,459608.4278007452
168,9,245,40439,Technology,184942,194009.9972576861
168,10,248,24067,Finance,84094,86183.54412076883
168,11,386,46039,Technology,367473,371479.36189954996
168,12,275,21923,Retail,190289,193315.68730281727
169,1,423,9876,Retail,395282,399651.26858818287
169,2,418,3887,Retail,116141,121901.23654735544
169,3,368,43422,Retail,203415,207718.210549902
169,4,349,37854,Finance,178307,186677.0355344411
169,5,398,37948,Healthcare,231894,243450.54208124094
169,6,74,3841,Retail,456219,471727.54848274763
169,7,487,29756,Technology,475305,480689.18498128944
169,8,186,7040,Retail,496811,503400.53477936646
169,9,12,11304,Finance,395341,406910.0859454161
169,10,438,31341,Technology,394462,404815.3969822837
169,11,151,5758,Retail,211101,218330.59541711348
169,12,385,18010,Healthcare,129023,132578.08843809555
170,1,167,32658,Technology,494540,517962.9346015488
170,2,333,38782,Technology,364106,375535.1375528141
170,3,155,2375,Healthcare,425181,441231.17562154646
170,4,455,34949,Technology,220114,230208.2983720972
170,5,302,23092,Retail,137601,139785.39867946098
170,6,162,1490,Technology,134859,137446.86142879084
170,7,441,4729,Retail,140933,142947.31963106338
170,8,202,6974,Healthcare,95957,97452.5412749962
170,9,446,20680,Manufacturing,395008,407057.0707044303
170,10,472,19324,Healthcare,438502,448520.52989663003
170,11,82,32334,Retail,355883,365465.830785972
170,12,408,22398,Finance,350877,368175.09338841616
171,1,314,35650,Healthcare,95389,96940.80484127632
171,2,386,22292,Finance,210787,217454.71615869255
171,3,353,36755,Finance,220188,223260.6896755581
171,4,461,39353,Retail,369066,377458.50641404185
171,5,149,4159,Retail,499467,515000.94162079925
171,6,196,33626,Manufacturing,67580,70814.7349356935
171,7,302,30351,Technology,428044,439022.95571004273
171,8,70,38298,Healthcare,444039,449632.2341792186
171,9,494,18065,Retail,309073,316962.53892821755
171,10,436,22638,Healthcare,273080,277402.7600123066
171,11,389,2073,Finance,319228,325357.04497087206
171,12,207,47511,Technology,390135,403681.90141073894
172,1,304,19771,Manufacturing,453823,459585.1700492861
172,2,449,36461,Healthcare,132455,136241.74940536392
172,3,328,43330,Technology,424684,439283.9833677358
172,4,311,30320,Manufacturing,426684,438150.8490515573
172,5,353,5340,Healthcare,303297,306562.00859060505
172,6,20,35924,Technology,193041,202581.23568703543
172,7,71,17184,Retail,329477,337610.01806704234
172,8,342,41734,Healthcare,439326,457401.22804906574
172,9,235,3580,Technology,279919,286364.3756178648
172,10,162,41025,Manufacturing,86668,89181.43009180423
172,11,208,29967,Technology,324089,332365.7617388062
172,12,61,3159,Retail,152528,156143.15294394566
173,1,269,49940,Healthcare,96526,97575.62904145432
173,2,68,14900,Healthcare,97717,100101.37663937315
173,3,81,12440,Healthcare,282242,295106.4773548137
173,4,157,15678,Retail,265238,275215.1219336764
173,5,358,48204,Manufacturing,287644,292193.6405152659
173,6,72,13021,Healthcare,402624,416170.76770324906
173,7,319,7772,Manufacturing,259421,271273.7468767519
173,8,382,2627,Technology,185673,192728.82681952268
173,9,252,45432,Manufacturing,325074,330258.0772064384
173,10,375,9219,Manufacturing,54333,56762.407721803014
173,11,339,24464,Healthcare,252007,257566.71808627545
173,12,116,31232,Finance,170384,175182.53239090057
174,1,235,43481,Finance,67839,69945.10994698208
174,2,322,9488,Retail,363481,379481.5296426396
174,3,227,35949,Retail,483420,506268.5078121713
174,4,434,45362,Finance,70195,73507.22935026031
174,5,250,40932,Technology,471064,475924.5171379918
174,6,268,19981,Healthcare,139229,145755.4344783831
174,7,385,1901,Healthcare,425395,430574.3877360896
174,8,271,23444,Technology,162265,165612.68049693925
174,9,14,43058,Technology,310775,320284.5640221217
174,10,270,19061,Finance,221926,228405.57953831958
174,11,63,3881,Retail,414130,428288.43867770344
174,12,56,30863,Technology,363142,373737.70249584055
175,1,224,46826,Retail,248462,260232.89400459273
175,2,186,6622,Manufacturing,343702,350446.10480916203
